id,title,description,price,location,pincode,type,category_id,site_id,project_id,plot_id,land_id,status,created_by,updated_by,created_at,updated_at,deleted_at,property_type_id,agent_id,city,bedrooms,featured,features,amenities,state,country_id,bathrooms,area,area_sqft,area_unit,latitude,longitude,sync_updated_at
21,"3 BHK Premium Apartment #21","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",11300000.00,"Sector-18, Lucknow, UP",,apartment,,,,,,,5,,"2025-08-23 03:52:34","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
20,"2 BHK Luxurious Flat #20","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",2400000.00,"Sector-18, Varanasi, UP",,house,,,,,,,2,,"2025-09-28 13:03:10","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
19,"2 BHK Luxurious Flat #19","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",19500000.00,"Sector-12, Kanpur, UP",,land,,,,,,,1,,"2025-10-28 23:44:25","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
18,"Gated Community Plot #18","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",7600000.00,"Sector-19, Allahabad, UP",,house,,,,,,,4,,"2025-10-16 09:10:40","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
17,"2 BHK Luxurious Flat #17","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",6800000.00,"Sector-8, Kanpur, UP",,house,,,,,,sold,1,,"2025-10-24 04:22:15","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
16,"4 BHK Penthouse #16","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",5300000.00,"Sector-9, Allahabad, UP",,apartment,,,,,,,2,,"2025-08-05 12:48:19","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
15,"Gated Community Plot #15","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",3900000.00,"Sector-14, Allahabad, UP",,house,,,,,,,1,,"2025-10-25 17:42:14","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
14,"Gated Community Plot #14","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",16100000.00,"Sector-16, Varanasi, UP",,house,,,,,,sold,1,,"2025-10-13 14:52:04","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
13,"Agricultural Land #13","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",3400000.00,"Sector-11, Kanpur, UP",,apartment,,,,,,,3,,"2025-09-22 21:06:14","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
12,"4 BHK Penthouse #12","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",7200000.00,"Sector-10, Lucknow, UP",,apartment,,,,,,,5,,"2025-08-31 15:49:51","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
11,"4 BHK Penthouse #11","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",16900000.00,"Sector-7, Allahabad, UP",,apartment,,,,,,sold,5,,"2025-09-06 12:28:01","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
10,"3 BHK Premium Apartment #10","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",12400000.00,"Sector-11, Varanasi, UP",,land,,,,,,sold,4,,"2025-10-09 09:10:20","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
9,"Residential Plot 1500 sqft #9","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",11400000.00,"Sector-13, Kanpur, UP",,apartment,,,,,,sold,5,,"2025-09-03 08:32:41","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
8,"Residential Plot 1500 sqft #8","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",15500000.00,"Sector-17, Varanasi, UP",,land,,,,,,sold,5,,"2025-09-09 10:43:01","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
7,"Duplex Villa #7","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",5000000.00,"Sector-3, Kanpur, UP",,land,,,,,,,2,,"2025-08-26 10:25:28","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
6,"Residential Plot 1500 sqft #6","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",5800000.00,"Sector-3, Gorakhpur, UP",,land,,,,,,sold,2,,"2025-08-21 07:21:30","2026-05-29 23:44:55",,3,,,0,1,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
5,"Gated Community Plot #5","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",7200000.00,"Sector-14, Kanpur, UP",,apartment,,,,,,sold,3,,"2025-08-18 06:46:31","2026-05-29 23:44:55",,1,,,0,1,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
4,"Studio Apartment #4","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",18400000.00,"Sector-20, Allahabad, UP",,house,,,,,,sold,3,,"2025-10-23 06:17:54","2026-05-29 23:44:55",,2,,,0,1,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
3,"Agricultural Land #3","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",10400000.00,"Sector-20, Lucknow, UP",,land,,,,,,,4,,"2025-08-28 16:33:28","2026-05-29 23:44:55",,3,,,0,1,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
1,"Residential Plot 1500 sqft #1","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",7000000.00,"Sector-7, Kanpur, UP",,apartment,,,,,,sold,5,,"2025-10-29 20:59:23","2026-05-29 23:44:55",,1,,,0,1,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
