[WARNING] [2025-05-02 20:32:25] Potentially unused Composer dependency: ext-mysqli
[WARNING] [2025-05-02 21:05:15] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpmailer\phpmailer\src\POP3.php
[WARNING] [2025-05-02 21:05:15] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpmailer\phpmailer\src\SMTP.php
[WARNING] [2025-05-02 21:05:15] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Common\Functions\Strings.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Traits\Fingerprint.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Traits\PasswordProtected.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\AsymmetricKey.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\SymmetricKey.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\libsodium.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\MontgomeryPrivate.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\MontgomeryPublic.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\MSBLOB.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\OpenSSH.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\PSS.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\PuTTY.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\Raw.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\XML.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\Blowfish.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\DH.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Crypt\PublicKeyLoader.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Math\BigInteger\Engines\PHP\Reductions\EvalBarrett.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Math\BigInteger\Engines\Engine.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Net\SFTP.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\Net\SSH2.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\System\SSH\Agent\Identity.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\phpseclib\System\SSH\Agent.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\tests\Functional\Net\SFTPUserStoryTest.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\tests\Functional\Net\SSH2AgentTest.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\phpseclib\phpseclib\tests\Functional\Net\SSH2Test.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\psr\http-message\src\UriInterface.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\vendor\ralouphie\getallheaders\tests\GetAllHeadersTest.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\associate_self_service.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\config.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\create_sample_sponsor.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\db_backup_migration_manager.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\db_checklist.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\db_schema_version_control.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\edit-profile.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\error_tracking_system.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\login.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\login2.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\login_new.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\PHPMailer.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\register.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\reset_password.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\send_otp.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\smail.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\SMTP.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\submitproperty.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\update_password.php
[WARNING] [2025-05-02 21:05:16] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\update_passwords.php
[INFO] [2025-05-02 21:05:17] Dependency and code analysis report saved to C:\xampp\htdocs\apsdreamhome\dependency_code_analysis_report.json
[INFO] [2025-05-02 21:05:17] Dependency and code analysis completed successfully
[INFO] [2025-05-02 21:05:17] Analysis log saved to C:\xampp\htdocs\apsdreamhome\dependency_code_analysis_log.txt
[WARNING] [2025-05-02 23:23:08] Large file detected: C:\xampp\htdocs\apsdreamhome\path_update_log.txt, Size: 5591627 bytes
[WARNING] [2025-05-02 23:23:08] Large file detected: C:\xampp\htdocs\apsdreamhome\restore_files_log.txt, Size: 6024847 bytes
[WARNING] [2025-05-02 23:23:08] Large file detected: C:\xampp\htdocs\apsdreamhome\restore_structure_log.txt, Size: 6206700 bytes
[WARNING] [2025-05-02 23:23:08] Large file detected: C:\xampp\htdocs\apsdreamhome\assets\images\site_photo\gorakhpur\motiram map raghunath nagri.pdf, Size: 5852549 bytes
[WARNING] [2025-05-02 23:23:08] Large file detected: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_225344\backup_security_cleanup_20250502_223103\assets\images\bg-image\pattern\pattern.zip, Size: 56182787 bytes
[WARNING] [2025-05-02 23:23:08] Large file detected: C:\xampp\htdocs\apsdreamhome\template\Real-Estate-large.pdf, Size: 7807415 bytes
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\jquery-3.2.1.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\jquery-ui.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\moment.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\tinymce\tinymce.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\config\ai_tools_config.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\templates\login_form.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\adminedit.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\admin_login_handler.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\admin_panel.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\ai_feedback_analytics.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\associates_management.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\auto-backup.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\auto_admin_report_cron.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\backup.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\form.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\index.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\integration_settings.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\log_archive_view.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\mail.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\payments_gateway.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\profile.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\register.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\upload_audit_log_view.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\admin\user_actions.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\app\core\Database.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\app\models\Database.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\js\chart.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\js\greensock.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\js\jquery.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\js\moment.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\chartjs\Chart.bundle.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\fullcalendar.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\gcal.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\gcal.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\lightbox2\dist\js\lightbox-plus-jquery.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\lightbox2\dist\js\lightbox-plus-jquery.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\auth\login.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\vendor\phpseclib\phpseclib\tests\Unit\Crypt\EC\Ed448PrivateKey.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\vendor\phpseclib\phpseclib\tests\Unit\Crypt\EC\Ed448PublicKey.php
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\jquery.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\event.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\highlight.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\Chart.bundle.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\fullcalendar.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\gcal.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\gcal.min.js
[WARNING] [2025-05-02 23:37:52] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery-3.2.1.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery-ui.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\lightbox-plus-jquery.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\lightbox-plus-jquery.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\moment.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\tinymce.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\node_modules\owl.carousel\docs\assets\vendors\highlight.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\Chart.bundle.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\fullcalendar.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\gcal.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\gcal.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\highlight.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\jquery.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\jquery.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\lightbox-plus-jquery.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\lightbox-plus-jquery.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\moment.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\tinymce.min.js
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\Authentication.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\DSNConfigurator.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\User.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\Validator.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Batch\Container.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Calendar\EntryPoint.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\CloudAlloyDBAdmin\User.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\CloudAlloyDBAdmin\UserPassword.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\CloudBuild\Probe.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Connectors\UserPassword.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\DatabaseMigrationService\ForwardSshTunnelConnectivity.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\DatabaseMigrationService\OracleAsmConfig.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Directory\User.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\JWK.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\OpenSSH.php
[WARNING] [2025-05-02 23:37:53] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\PuTTY.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\PrivateKey.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DH\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DH\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\OpenSSH.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\PuTTY.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\Raw.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\XML.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\JWK.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\OpenSSH.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\PuTTY.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\XML.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\JWK.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\assets\js\jquery-3.2.1.min.js
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\assets\js\jquery-ui.min.js
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\assets\js\moment.min.js
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\admin_login_handler.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\ai_feedback_analytics.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\auto-backup.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\form.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\admin\payments_gateway.php
[WARNING] [2025-05-02 23:37:54] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223103\assets\js\chart.min.js
